検索キーID,表示名,大区分,中区分,小区分,関連診療科,重み初期値,検索対象,設問数,設問ID,出典カテゴリ,メディマップ語彙,親検索キーID
C0278,BCG膀胱注入,諸科,泌尿器科,腫瘍・抗癌治療,泌尿器科,3,1,1,355,諸科>泌尿器科>腫瘍・抗癌治療,,
C0279,内服抗がん剤投与,諸科,泌尿器科,腫瘍・抗癌治療,泌尿器科,3,1,1,356,諸科>泌尿器科>腫瘍・抗癌治療,,
C0280,ホルモン剤投与（LH-RHアゴニスト、LH-RHアンタゴニスト）,諸科,泌尿器科,腫瘍・抗癌治療,泌尿器科,3,1,1,357,諸科>泌尿器科>腫瘍・抗癌治療,,
C0281,ゾメタ投与,諸科,泌尿器科,腫瘍・抗癌治療,泌尿器科,3,1,1,358,諸科>泌尿器科>腫瘍・抗癌治療,,
C0282,陰嚢水腫に対する陰嚢穿刺,諸科,泌尿器科,腎・陰嚢関連処置,泌尿器科,3,1,1,359,諸科>泌尿器科>腎・陰嚢関連処置,,
C0283,ピノルビン膀胱注入,諸科,泌尿器科,,泌尿器科,3,1,1,360,諸科>泌尿器科,,
C0284,ランマーク投与,諸科,泌尿器科,,泌尿器科,3,1,1,361,諸科>泌尿器科,,
C0285,前立腺がん連携パス,諸科,泌尿器科,,泌尿器科,3,1,1,362,諸科>泌尿器科,,
C0286,長期経過した癌患者のフォロー,諸科,耳鼻いんこう科,癌・腫瘍患者フォロー,耳鼻いんこう科,3,1,1,364,諸科>耳鼻いんこう科>癌・腫瘍患者フォロー,,
C0287,良性腫瘍の経過観察,諸科,耳鼻いんこう科,癌・腫瘍患者フォロー,耳鼻いんこう科,3,1,1,365,諸科>耳鼻いんこう科>癌・腫瘍患者フォロー,,
C0288,甲状腺腫瘍術後フォロー,諸科,耳鼻いんこう科,癌・腫瘍患者フォロー,耳鼻いんこう科,3,1,1,366,諸科>耳鼻いんこう科>癌・腫瘍患者フォロー,,
C0289,甲状腺手術後管理,諸科,耳鼻いんこう科,癌・腫瘍患者フォロー,耳鼻いんこう科,3,1,1,367,諸科>耳鼻いんこう科>癌・腫瘍患者フォロー,,
C0290,甲状腺エコー,諸科,耳鼻いんこう科,癌・腫瘍患者フォロー,耳鼻いんこう科,3,1,1,368,諸科>耳鼻いんこう科>癌・腫瘍患者フォロー,,
C0291,突発性難聴の聴力経過観察,諸科,耳鼻いんこう科,耳・聴覚関連,耳鼻いんこう科,3,1,1,369,諸科>耳鼻いんこう科>耳・聴覚関連,,
C0292,めまい患者の経過観察,諸科,耳鼻いんこう科,耳・聴覚関連,耳鼻いんこう科,3,1,1,370,諸科>耳鼻いんこう科>耳・聴覚関連,,
C0293,滲出性中耳炎の併診,諸科,耳鼻いんこう科,耳・聴覚関連,耳鼻いんこう科,3,1,1,371,諸科>耳鼻いんこう科>耳・聴覚関連,,
C0294,補聴器適合検査,諸科,耳鼻いんこう科,耳・聴覚関連,耳鼻いんこう科,3,1,1,372,諸科>耳鼻いんこう科>耳・聴覚関連,,
C0295,耳の術後処置,諸科,耳鼻いんこう科,耳・聴覚関連,耳鼻いんこう科,3,1,1,373,諸科>耳鼻いんこう科>耳・聴覚関連,,
C0296,鼻の術後処置,諸科,耳鼻いんこう科,鼻・咽喉関連,耳鼻いんこう科,3,1,1,374,諸科>耳鼻いんこう科>鼻・咽喉関連,,
C0297,鼻炎の処置,諸科,耳鼻いんこう科,鼻・咽喉関連,耳鼻いんこう科,3,1,1,375,諸科>耳鼻いんこう科>鼻・咽喉関連,,
C0298,咽喉頭疾患の外来吸入処置,諸科,耳鼻いんこう科,鼻・咽喉関連,耳鼻いんこう科,3,1,1,376,諸科>耳鼻いんこう科>鼻・咽喉関連,,
C0299,舌下免疫療法導入,諸科,耳鼻いんこう科,鼻・咽喉関連,耳鼻いんこう科,3,1,1,377,諸科>耳鼻いんこう科>鼻・咽喉関連,,
C0300,感染症疾患の点滴加療,諸科,耳鼻いんこう科,感染症・薬物加療,耳鼻いんこう科,3,1,1,378,諸科>耳鼻いんこう科>感染症・薬物加療,,
C0301,小児の言語訓練,諸科,耳鼻いんこう科,小児・言語関連,耳鼻いんこう科,3,1,1,379,諸科>耳鼻いんこう科>小児・言語関連,,
C0302,吃音の訓練（小児・成人）,諸科,耳鼻いんこう科,小児・言語関連,耳鼻いんこう科,3,1,1,380,諸科>耳鼻いんこう科>小児・言語関連,,
C0303,子宮頸部異形成のフォロー（コルポスコープ）,諸科,産婦人科（婦人科・産科含む）,婦人科疾患の管理・フォロー,産婦人科（婦人科・産科含む）,3,1,1,382,諸科>産婦人科（婦人科・産科含む）>婦人科疾患の管理・フォロー,,
C0304,外科的処置を必要としない筋腫のフォロー,諸科,産婦人科（婦人科・産科含む）,婦人科疾患の管理・フォロー,産婦人科（婦人科・産科含む）,3,1,1,383,諸科>産婦人科（婦人科・産科含む）>婦人科疾患の管理・フォロー,,
C0305,月経困難症・月経不順の経過観察・治療,諸科,産婦人科（婦人科・産科含む）,婦人科疾患の管理・フォロー,産婦人科（婦人科・産科含む）,3,1,1,384,諸科>産婦人科（婦人科・産科含む）>婦人科疾患の管理・フォロー,,
C0306,子宮脱の管理（ペッサリー挿入・洗浄・フォロー）,諸科,産婦人科（婦人科・産科含む）,婦人科疾患の管理・フォロー,産婦人科（婦人科・産科含む）,3,1,1,385,諸科>産婦人科（婦人科・産科含む）>婦人科疾患の管理・フォロー,,
C0307,悪性腫瘍治療後の寛解後フォロー,諸科,産婦人科（婦人科・産科含む）,がん関連,産婦人科（婦人科・産科含む）,3,1,1,386,諸科>産婦人科（婦人科・産科含む）>がん関連,,
C0308,婦人科がん検診（子宮頸がん・体がん・卵巣がん等）,諸科,産婦人科（婦人科・産科含む）,がん関連,産婦人科（婦人科・産科含む）,3,1,1,387,諸科>産婦人科（婦人科・産科含む）>がん関連,,
C0309,コルポスコピー・子宮頸部生検,諸科,産婦人科（婦人科・産科含む）,がん関連,産婦人科（婦人科・産科含む）,3,1,1,388,諸科>産婦人科（婦人科・産科含む）>がん関連,,
C0310,妊婦健診,諸科,産婦人科（婦人科・産科含む）,周産期・妊娠関連,産婦人科（婦人科・産科含む）,3,1,1,389,諸科>産婦人科（婦人科・産科含む）>周産期・妊娠関連,,
C0311,正常分娩対応,諸科,産婦人科（婦人科・産科含む）,周産期・妊娠関連,産婦人科（婦人科・産科含む）,3,1,1,390,諸科>産婦人科（婦人科・産科含む）>周産期・妊娠関連,,
C0312,妊娠中絶応需,諸科,産婦人科（婦人科・産科含む）,周産期・妊娠関連,産婦人科（婦人科・産科含む）,3,1,1,391,諸科>産婦人科（婦人科・産科含む）>周産期・妊娠関連,,
C0313,不妊症の診断・治療,諸科,産婦人科（婦人科・産科含む）,不妊・生殖医療,産婦人科（婦人科・産科含む）,3,1,1,392,諸科>産婦人科（婦人科・産科含む）>不妊・生殖医療,,
C0314,体外受精・高度生殖補助医療,諸科,産婦人科（婦人科・産科含む）,不妊・生殖医療,産婦人科（婦人科・産科含む）,3,1,1,393,諸科>産婦人科（婦人科・産科含む）>不妊・生殖医療,,
C0315,更年期障害の診断・治療,諸科,産婦人科（婦人科・産科含む）,更年期・内分泌疾患,産婦人科（婦人科・産科含む）,3,1,1,394,諸科>産婦人科（婦人科・産科含む）>更年期・内分泌疾患,,
C0316,GnRHアナログ注射（例：リュープリン、レルミナ）,諸科,産婦人科（婦人科・産科含む）,更年期・内分泌疾患,産婦人科（婦人科・産科含む）,3,1,1,395,諸科>産婦人科（婦人科・産科含む）>更年期・内分泌疾患,,
C0317,術前治療（例：レルミナ、リュープリン、鉄剤静注）,諸科,産婦人科（婦人科・産科含む）,更年期・内分泌疾患,産婦人科（婦人科・産科含む）,3,1,1,396,諸科>産婦人科（婦人科・産科含む）>更年期・内分泌疾患,,
C0318,ピル処方（避妊、月経困難症、PMS対策など）,諸科,産婦人科（婦人科・産科含む）,薬物療法・処方,産婦人科（婦人科・産科含む）,3,1,1,397,諸科>産婦人科（婦人科・産科含む）>薬物療法・処方,,
C0319,鉄剤治療（内服処方・注射）,諸科,産婦人科（婦人科・産科含む）,薬物療法・処方,産婦人科（婦人科・産科含む）,3,1,1,398,諸科>産婦人科（婦人科・産科含む）>薬物療法・処方,,
C0320,ホルモン療法（HRT等を含む）,諸科,産婦人科（婦人科・産科含む）,薬物療法・処方,産婦人科（婦人科・産科含む）,3,1,1,399,諸科>産婦人科（婦人科・産科含む）>薬物療法・処方,,
C0321,膣洗浄,諸科,産婦人科（婦人科・産科含む）,その他,産婦人科（婦人科・産科含む）,3,1,1,400,諸科>産婦人科（婦人科・産科含む）>その他,,
C0322,子宮筋腫のフォロー,諸科,産婦人科（婦人科・産科含む）,,産婦人科（婦人科・産科含む）,3,1,1,401,諸科>産婦人科（婦人科・産科含む）,,
C0323,貧血の治療,諸科,産婦人科（婦人科・産科含む）,,産婦人科（婦人科・産科含む）,3,1,1,402,諸科>産婦人科（婦人科・産科含む）,,
C0324,OCT検査（網膜・視神経解析）,諸科,眼科,検査・診断,眼科,2,1,1,404,諸科>眼科>検査・診断,,
C0325,緑内障検査・管理（GP：ゴールドマン視野計、HFA：ハンフリー視野計）,諸科,眼科,検査・診断,眼科,2,1,1,405,諸科>眼科>検査・診断,,
C0326,小児の視力検査、斜視・弱視のスクリーニング,諸科,眼科,検査・診断,眼科,2,1,1,406,諸科>眼科>検査・診断,,
C0327,緑内障の経過観察・治療,諸科,眼科,慢性疾患のフォロー,眼科,3,1,1,407,諸科>眼科>慢性疾患のフォロー,,
C0328,糖尿病性網膜症の管理,諸科,眼科,慢性疾患のフォロー,眼科,3,1,1,408,諸科>眼科>慢性疾患のフォロー,,
C0329,白内障手術（日帰り対応）,諸科,眼科,手術・処置,眼科,3,1,1,409,諸科>眼科>手術・処置,,
C0330,眼科小手術（霰粒腫切開、翼状片切除、結膜嚢形成など）,諸科,眼科,手術・処置,眼科,3,1,1,410,諸科>眼科>手術・処置,,
C0331,レーザー治療（汎網膜光凝固など）,諸科,眼科,手術・処置,眼科,3,1,1,411,諸科>眼科>手術・処置,,
C0332,YAGレーザー後嚢切開術,諸科,眼科,手術・処置,眼科,3,1,1,412,諸科>眼科>手術・処置,,
C0333,抗VEGF治療（加齢黄斑変性、糖尿病黄斑浮腫など）,諸科,眼科,注射・薬物療法,眼科,3,1,1,413,諸科>眼科>注射・薬物療法,,
C0334,ボトックス注射（眼瞼けいれん、斜視など）,諸科,眼科,注射・薬物療法,眼科,3,1,1,414,諸科>眼科>注射・薬物療法,,
C0335,予防接種（定期・任意ワクチン）,諸科,小児科,予防医療,小児科,3,1,1,416,諸科>小児科>予防医療,,
C0336,健康診断・乳幼児健診（必要に応じ追加可能）,諸科,小児科,予防医療,小児科,3,1,1,417,諸科>小児科>予防医療,,
C0337,喘息の治療,諸科,小児科,アレルギー・呼吸器疾患,小児科,3,1,1,418,諸科>小児科>アレルギー・呼吸器疾患,,
C0338,アトピー性皮膚炎の管理,諸科,小児科,アレルギー・呼吸器疾患,小児科,3,1,1,419,諸科>小児科>アレルギー・呼吸器疾患,,
C0339,食物アレルギーの治療（食事指導・エピペン処方含む）,諸科,小児科,アレルギー・呼吸器疾患,小児科,3,1,1,420,諸科>小児科>アレルギー・呼吸器疾患,,
C0340,アレルギー性鼻炎の治療,諸科,小児科,アレルギー・呼吸器疾患,小児科,3,1,1,421,諸科>小児科>アレルギー・呼吸器疾患,,
C0341,一般感染症（上気道炎、気管支炎、胃腸炎）などの治療,諸科,小児科,感染症,小児科,3,1,1,422,諸科>小児科>感染症,,
C0342,小児結核の管理,諸科,小児科,感染症,小児科,3,1,1,423,諸科>小児科>感染症,,
C0343,肺炎の診断・フォロー,諸科,小児科,感染症,小児科,3,1,1,424,諸科>小児科>感染症,,
C0344,てんかんの管理（内服薬継続処方含む）,諸科,小児科,神経・発達疾患,小児科,3,1,1,425,諸科>小児科>神経・発達疾患,,
C0345,注意欠如多動症（ADHD）：内服薬継続処方,諸科,小児科,神経・発達疾患,小児科,3,1,1,426,諸科>小児科>神経・発達疾患,,
C0346,発達障害に対する診断・支援,諸科,小児科,神経・発達疾患,小児科,3,1,1,427,諸科>小児科>神経・発達疾患,,
C0347,小児内分泌疾患（肥満、思春期早発など）,諸科,小児科,内分泌・腎疾患,小児科,3,1,1,428,諸科>小児科>内分泌・腎疾患,,
C0348,小児腎疾患（蛋白尿、血尿、ネフローゼ症候群など）,諸科,小児科,内分泌・腎疾患,小児科,3,1,1,429,諸科>小児科>内分泌・腎疾患,,
C0349,小児心身症（頭痛・腹痛などの心因性症状）,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,430,諸科>小児科>慢性疾患・生活習慣関連,,
C0350,起立性調節障害（OD）の診療,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,431,諸科>小児科>慢性疾患・生活習慣関連,,
C0351,小児の慢性副鼻腔炎,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,432,諸科>小児科>慢性疾患・生活習慣関連,,
C0352,生活習慣病（小児肥満、糖尿病予備群など）,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,433,諸科>小児科>慢性疾患・生活習慣関連,,
C0353,夜尿症の診療,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,434,諸科>小児科>慢性疾患・生活習慣関連,,
C0354,便秘症の治療,諸科,小児科,慢性疾患・生活習慣関連,小児科,3,1,1,435,諸科>小児科>慢性疾患・生活習慣関連,,
C0355,薬物・アルコール依存への対応（依存症治療を含む）,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,437,諸科>精神科・心療内科>疾患・症候別対応,,
C0356,摂食障害の治療,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,438,諸科>精神科・心療内科>疾患・症候別対応,,
C0357,成人の発達障害への対応,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,439,諸科>精神科・心療内科>疾患・症候別対応,,
C0358,児童・思春期の精神疾患対応,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,440,諸科>精神科・心療内科>疾患・症候別対応,,
C0359,認知症治療（BPSD対応含む）,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,441,諸科>精神科・心療内科>疾患・症候別対応,,
C0360,希死念慮の強い方への対応（自殺リスクアセスメント含む）,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,442,諸科>精神科・心療内科>疾患・症候別対応,,
C0361,睡眠障害への対応（ナルコレプシー・睡眠時無呼吸症候群など）,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,443,諸科>精神科・心療内科>疾患・症候別対応,,
C0362,てんかんの精神科的管理（発作コントロール、精神症状併存例のフォロー）,諸科,精神科・心療内科,疾患・症候別対応,精神科・心療内科,3,1,1,444,諸科>精神科・心療内科>疾患・症候別対応,,
C0363,精神科デイケア,諸科,精神科・心療内科,治療・リハビリ,精神科・心療内科,3,1,1,445,諸科>精神科・心療内科>治療・リハビリ,,
C0364,リワークプログラム（職場復帰支援）,諸科,精神科・心療内科,治療・リハビリ,精神科・心療内科,3,1,1,446,諸科>精神科・心療内科>治療・リハビリ,,
C0365,カウンセリング（心理療法、支持的精神療法など）,諸科,精神科・心療内科,治療・リハビリ,精神科・心療内科,3,1,1,447,諸科>精神科・心療内科>治療・リハビリ,,
C0366,精神科訪問診療（在宅での対応）,諸科,精神科・心療内科,治療・リハビリ,精神科・心療内科,3,1,1,448,諸科>精神科・心療内科>治療・リハビリ,,
C0367,脳波検査（てんかん・意識障害・睡眠障害の評価など）,諸科,精神科・心療内科,検査・評価,精神科・心療内科,2,1,1,449,諸科>精神科・心療内科>検査・評価,,
C0368,日中の一般歯科の急患対応,諸科,歯科・歯科口腔外科,一般歯科診療,歯科・歯科口腔外科,3,1,1,451,諸科>歯科・歯科口腔外科>一般歯科診療,,
C0369,有病者の一般歯科治療,諸科,歯科・歯科口腔外科,一般歯科診療,歯科・歯科口腔外科,3,1,1,452,諸科>歯科・歯科口腔外科>一般歯科診療,,
C0370,障害者の一般歯科治療,諸科,歯科・歯科口腔外科,一般歯科診療,歯科・歯科口腔外科,3,1,1,453,諸科>歯科・歯科口腔外科>一般歯科診療,,
C0371,車椅子患者の歯科治療,諸科,歯科・歯科口腔外科,一般歯科診療,歯科・歯科口腔外科,3,1,1,454,諸科>歯科・歯科口腔外科>一般歯科診療,,
C0372,顎関節症の保存的治療およびフォローアップ,諸科,歯科・歯科口腔外科,口腔外科的対応,歯科・歯科口腔外科,3,1,1,455,諸科>歯科・歯科口腔外科>口腔外科的対応,,
C0373,埋伏歯以外の抜歯,諸科,歯科・歯科口腔外科,口腔外科的対応,歯科・歯科口腔外科,3,1,1,456,諸科>歯科・歯科口腔外科>口腔外科的対応,,
C0374,顎骨壊死の保存的治療（創部洗浄）,諸科,歯科・歯科口腔外科,口腔外科的対応,歯科・歯科口腔外科,3,1,1,457,諸科>歯科・歯科口腔外科>口腔外科的対応,,
C0375,BP（骨粗鬆症）製剤開始に伴う薬剤性顎骨壊死リスクを考慮した口腔管理,諸科,歯科・歯科口腔外科,口腔外科的対応,歯科・歯科口腔外科,3,1,1,458,諸科>歯科・歯科口腔外科>口腔外科的対応,,
C0376,口腔粘膜疾患のフォローアップ,諸科,歯科・歯科口腔外科,口腔外科的対応,歯科・歯科口腔外科,3,1,1,459,諸科>歯科・歯科口腔外科>口腔外科的対応,,
C0377,周術期口腔ケアへの対応,諸科,歯科・歯科口腔外科,医科との連携,歯科・歯科口腔外科,3,1,1,460,諸科>歯科・歯科口腔外科>医科との連携,,
C0378,周術期口腔機能管理,諸科,歯科・歯科口腔外科,医科との連携,歯科・歯科口腔外科,3,1,1,461,諸科>歯科・歯科口腔外科>医科との連携,,
C0379,がん診療連携（化学療法前後の口腔ケア）,諸科,歯科・歯科口腔外科,医科との連携,歯科・歯科口腔外科,3,1,1,462,諸科>歯科・歯科口腔外科>医科との連携,,
C0380,がん診療連携（放射線治療前後の口腔ケア）,諸科,歯科・歯科口腔外科,医科との連携,歯科・歯科口腔外科,3,1,1,463,諸科>歯科・歯科口腔外科>医科との連携,,
C0381,がん診療連携（包括的連携）,諸科,歯科・歯科口腔外科,医科との連携,歯科・歯科口腔外科,3,1,1,464,諸科>歯科・歯科口腔外科>医科との連携,,
C0382,労災対応,諸科,歯科・歯科口腔外科,特殊対応・配慮,歯科・歯科口腔外科,3,1,1,465,諸科>歯科・歯科口腔外科>特殊対応・配慮,,
C0383,笑気を使用した診療対応,諸科,歯科・歯科口腔外科,特殊対応・配慮,歯科・歯科口腔外科,3,1,1,466,諸科>歯科・歯科口腔外科>特殊対応・配慮,,
C0384,歯科訪問診療対応,諸科,歯科・歯科口腔外科,リハ・在宅・訪問,歯科・歯科口腔外科,3,1,1,467,諸科>歯科・歯科口腔外科>リハ・在宅・訪問,,
C0385,CT・MRI・X線・超音波検査による各種臓器評価,諸科,放射線科（診断＋治療含む）,画像診断,放射線科（診断＋治療含む）,3,1,1,469,諸科>放射線科（診断＋治療含む）>画像診断,,
C0386,悪性腫瘍に対する外部照射（固形腫瘍・頭頚部癌など）,諸科,放射線科（診断＋治療含む）,放射線治療,放射線科（診断＋治療含む）,3,1,1,470,諸科>放射線科（診断＋治療含む）>放射線治療,,
C0387,立体的定位放射線治療（SRT/SRS）,諸科,放射線科（診断＋治療含む）,放射線治療,放射線科（診断＋治療含む）,3,1,1,471,諸科>放射線科（診断＋治療含む）>放射線治療,,
C0388,骨シンチグラフィによる転移評価,諸科,放射線科（診断＋治療含む）,骨・関節関連評価,放射線科（診断＋治療含む）,3,1,1,473,諸科>放射線科（診断＋治療含む）>骨・関節関連評価,,
C0389,強度変調放射線治療（IMRT）,諸科,放射線科（診断＋治療含む）,,放射線科（診断＋治療含む）,3,1,1,474,諸科>放射線科（診断＋治療含む）,,
C0390,トモシンセス（３Dマンモグラフィ）,諸科,放射線科（診断＋治療含む）,,放射線科（診断＋治療含む）,3,1,1,475,諸科>放射線科（診断＋治療含む）,,
C0391,PETによるがん検査,諸科,放射線科（診断＋治療含む）,,放射線科（診断＋治療含む）,3,1,1,476,諸科>放射線科（診断＋治療含む）,,
C0392,サイバーナイフ,諸科,放射線科（診断＋治療含む）,,放射線科（診断＋治療含む）,3,1,1,477,諸科>放射線科（診断＋治療含む）,,
C0393,歯科断層撮影,諸科,放射線科（診断＋治療含む）,,放射線科（診断＋治療含む）,3,1,1,478,諸科>放射線科（診断＋治療含む）,,
C0394,全身麻酔による手術管理（心臓外科・整形外科・腹部手術など）,諸科,麻酔科,全身麻酔・手術管理,麻酔科,3,1,1,480,諸科>麻酔科>全身麻酔・手術管理,,
C0395,手術前評価（リスク評価・術前検査の確認）,諸科,麻酔科,全身麻酔・手術管理,麻酔科,3,1,1,481,諸科>麻酔科>全身麻酔・手術管理,,
C0396,脊髄くも膜下麻酔（下肢手術・婦人科手術）,諸科,麻酔科,局所麻酔・神経ブロック,麻酔科,3,1,1,482,諸科>麻酔科>局所麻酔・神経ブロック,,
C0397,末梢神経ブロック（肩・腕・脚などの手術）,諸科,麻酔科,局所麻酔・神経ブロック,麻酔科,3,1,1,483,諸科>麻酔科>局所麻酔・神経ブロック,,
C0398,術後集中治療管理,諸科,麻酔科,集中治療・ICU管理,麻酔科,3,1,1,484,諸科>麻酔科>集中治療・ICU管理,,
C0399,呼吸管理・人工呼吸器管理,諸科,麻酔科,集中治療・ICU管理,麻酔科,3,1,1,485,諸科>麻酔科>集中治療・ICU管理,,
C0400,循環管理（輸液・昇圧薬・循環補助）,諸科,麻酔科,集中治療・ICU管理,麻酔科,3,1,1,486,諸科>麻酔科>集中治療・ICU管理,,
C0401,急性疼痛管理（術後疼痛・外傷疼痛）,諸科,麻酔科,痛み管理,麻酔科,3,1,1,487,諸科>麻酔科>痛み管理,,
C0402,慢性疼痛管理（神経ブロック・薬物治療）,諸科,麻酔科,痛み管理,麻酔科,3,1,1,488,諸科>麻酔科>痛み管理,,
C0403,麻酔合併症の対応（アナフィラキシーなど）,諸科,麻酔科,麻酔関連の緊急対応,麻酔科,3,1,1,489,諸科>麻酔科>麻酔関連の緊急対応,,
C0404,気道確保・蘇生管理,諸科,麻酔科,麻酔関連の緊急対応,麻酔科,3,1,1,490,諸科>麻酔科>麻酔関連の緊急対応,,
C0405,ペイン外来,諸科,麻酔科,,麻酔科,3,1,1,491,諸科>麻酔科,,
C0406,外傷（骨折・切傷・打撲など）の初期評価と処置,諸科,救急科,急性症状・初期対応,救急科,3,1,1,493,諸科>救急科>急性症状・初期対応,,
C0407,急性心疾患・呼吸不全の初期評価・安定化,諸科,救急科,急性症状・初期対応,救急科,3,1,1,494,諸科>救急科>急性症状・初期対応,,
C0408,ショック・多臓器不全への初期蘇生管理,諸科,救急科,急性症状・初期対応,救急科,3,1,1,495,諸科>救急科>急性症状・初期対応,,
C0409,心肺蘇生（CPR・AED・高度救命救急）,諸科,救急科,救命措置・緊急対応,救急科,3,1,1,496,諸科>救急科>救命措置・緊急対応,,
C0410,気道確保・人工呼吸器管理,諸科,救急科,救命措置・緊急対応,救急科,3,1,1,497,諸科>救急科>救命措置・緊急対応,,
C0411,緊急輸液・昇圧薬による循環管理,諸科,救急科,救命措置・緊急対応,救急科,3,1,1,498,諸科>救急科>救命措置・緊急対応,,
C0412,中毒・薬物過量の評価と対応（吸着・解毒・支持療法）,諸科,救急科,急性中毒・薬物管理,救急科,3,1,1,499,諸科>救急科>急性中毒・薬物管理,,
C0413,敗血症や急性肺炎などの重傷感染症初期管理,諸科,救急科,急性感染症管理,救急科,3,1,1,500,諸科>救急科>急性感染症管理,,
C0414,がん・慢性疾患に伴う疼痛管理（薬物・神経ブロックなど）,諸科,緩和ケア科,痛み・症状管理,緩和ケア科,3,1,1,502,諸科>緩和ケア科>痛み・症状管理,,
C0415,呼吸困難・倦怠感・吐き気などの症状緩和,諸科,緩和ケア科,痛み・症状管理,緩和ケア科,3,1,1,503,諸科>緩和ケア科>痛み・症状管理,,
C0416,不安・抑うつ・スピリチュアルケアの支援,諸科,緩和ケア科,精神・心理的ケア,緩和ケア科,3,1,1,504,諸科>緩和ケア科>精神・心理的ケア,,
C0417,患者・家族の意思決定サポート,諸科,緩和ケア科,精神・心理的ケア,緩和ケア科,3,1,1,505,諸科>緩和ケア科>精神・心理的ケア,,
C0418,オピオイド・鎮静薬・抗不安薬・その他緩和薬の投与管理,諸科,緩和ケア科,薬物療法管理,緩和ケア科,3,1,1,506,諸科>緩和ケア科>薬物療法管理,,
C0419,在宅緩和ケアのコーディネート,諸科,緩和ケア科,在宅・施設支援,緩和ケア科,3,1,1,507,諸科>緩和ケア科>在宅・施設支援,,
C0420,施設や病棟での症状コントロール支援,諸科,緩和ケア科,在宅・施設支援,緩和ケア科,3,1,1,508,諸科>緩和ケア科>在宅・施設支援,,
C0421,終末期の疼痛管理・症状緩和,諸科,緩和ケア科,終末期ケア,緩和ケア科,3,1,1,509,諸科>緩和ケア科>終末期ケア,,
C0422,QOL維持のための総合ケア,諸科,緩和ケア科,終末期ケア,緩和ケア科,3,1,1,510,諸科>緩和ケア科>終末期ケア,,
C0423,往診・訪問診療,共通,在宅診療内容,訪問・往診,,3,1,1,512,共通>在宅診療内容>訪問・往診,,
C0424,訪問看護,共通,在宅診療内容,訪問・往診,,3,1,1,513,共通>在宅診療内容>訪問・往診,,
C0425,24時間対応,共通,在宅診療内容,訪問・往診,,3,1,1,514,共通>在宅診療内容>訪問・往診,,
C0426,経管栄養管理（胃瘻・NGチューブ・中心静脈栄養含む）,共通,在宅診療内容,栄養・消化管管理,,3,1,1,515,共通>在宅診療内容>栄養・消化管管理,,
C0427,胃瘻管理・交換,共通,在宅診療内容,栄養・消化管管理,,3,1,1,516,共通>在宅診療内容>栄養・消化管管理,,
C0428,NGチューブ交換,共通,在宅診療内容,栄養・消化管管理,,3,1,1,517,共通>在宅診療内容>栄養・消化管管理,,
C0429,中心静脈栄養（IVH）管理,共通,在宅診療内容,栄養・消化管管理,,3,1,1,518,共通>在宅診療内容>栄養・消化管管理,,
C0430,バルンカテーテル管理,共通,在宅診療内容,栄養・消化管管理,,3,1,1,519,共通>在宅診療内容>栄養・消化管管理,,
C0431,ストマ管理,共通,在宅診療内容,栄養・消化管管理,,3,1,1,520,共通>在宅診療内容>栄養・消化管管理,,
C0432,在宅酸素療法,共通,在宅診療内容,呼吸管理,,3,1,1,521,共通>在宅診療内容>呼吸管理,,
C0433,気管切開管理,共通,在宅診療内容,呼吸管理,,3,1,1,522,共通>在宅診療内容>呼吸管理,,
C0434,気管カニューレ交換,共通,在宅診療内容,呼吸管理,,3,1,1,523,共通>在宅診療内容>呼吸管理,,
C0435,人工呼吸器管理,共通,在宅診療内容,呼吸管理,,3,1,1,524,共通>在宅診療内容>呼吸管理,,
C0436,膀胱留置カテーテル管理,共通,在宅診療内容,排泄管理,,3,1,1,525,共通>在宅診療内容>排泄管理,,
C0437,尿道留置カテーテル交換,共通,在宅診療内容,排泄管理,,3,1,1,527,共通>在宅診療内容>排泄管理,,
C0438,疼痛管理（悪性疾患・神経難病・緩和ケア含む）,共通,在宅診療内容,薬物管理・疼痛管理,,3,1,1,528,共通>在宅診療内容>薬物管理・疼痛管理,,
C0439,麻薬・医療用麻薬の処方・管理（がん疼痛・緩和ケア）,共通,在宅診療内容,薬物管理・疼痛管理,,3,1,1,529,共通>在宅診療内容>薬物管理・疼痛管理,,
C0440,持続皮下注射,共通,在宅診療内容,薬物管理・疼痛管理,,3,1,1,530,共通>在宅診療内容>薬物管理・疼痛管理,,
C0441,持続ポンプ／ポンプの使用管理,共通,在宅診療内容,薬物管理・疼痛管理,,3,1,1,531,共通>在宅診療内容>薬物管理・疼痛管理,,
